User Link,Reputation gained
"4883","130650"
"6068","124450"
"51816","113367"
"39677","110907"
"87234","107279"
"179736","101705"
"49153","99792"
"63051","96739"
"4653","93880"
"11236","83875"
"9951","78963"
"4639","78247"
"342235","76759"
"12870","71165"
"65387","68977"
"4872","66385"
"12597","65163"
"9021","64777"
"247243","64430"
"48523","61125"
