User Link,Reputation gained
"4883","64508"
"6068","64122"
"39677","55690"
"87234","52797"
"4639","50455"
"4653","49845"
"7473","49440"
"51816","49172"
"49153","48242"
"11236","45990"
"63051","45709"
"9951","44389"
"179736","42407"
"342235","40609"
"12597","39560"
"12870","39220"
"9021","36449"
"65387","36035"
"84201","33562"
"39321","32977"
