User Link,Reputation gained
"6068","47142"
"4883","46947"
"39677","42590"
"4639","41785"
"7473","40015"
"4653","38755"
"87234","36751"
"51816","36467"
"9951","35964"
"11236","35665"
"49153","34222"
"63051","33484"
"12597","31235"
"179736","30645"
"12870","30315"
"9021","29069"
"342235","29042"
"65387","27470"
"84201","27252"
"39321","26567"
