User Link,Reputation gained
"4883","101405"
"6068","98563"
"87234","86375"
"39677","85632"
"51816","80852"
"49153","75982"
"4653","72580"
"179736","71960"
"63051","71874"
"11236","66960"
"4639","66577"
"342235","61464"
"9951","60891"
"12870","57095"
"7473","55715"
"65387","53790"
"12597","53508"
"9021","51083"
"247243","49665"
"4872","49220"
